owner_org,bla,bla2,sample_id,notes,name,spatial,license_id,resource_permissions,access_control_date,access_control_mode,sequence_data_type,related_data,am_environment,ammonium_nitrogen_wt,ammonium_nitrogen_wt_meth,analysis_software_version,archive_ingestion_date,bioplatforms_dataset_id,bioplatforms_project,bioplatforms_project_code,biotic_relationship,boron_hot_cacl2,boron_hot_cacl2_meth,clay,clay_meth,coarse_sand,coarse_sand_meth,collection_date,color,conductivity,conductivity_meth,data_generated,data_type,database_schema_definitions_url,dataset_id,dataset_url,date_of_transfer,depth,depth_lower,depth_upper,description,dtpa_copper,dtpa_copper_meth,dtpa_iron,dtpa_iron_meth,dtpa_manganese,dtpa_manganese_meth,dtpa_zinc,dtpa_zinc_meth,elev,env_broad_scale,env_local_scale,env_medium,exc_aluminium,exc_aluminium_meth,exc_calcium,exc_calcium_meth,exc_magnesium,exc_magnesium_meth,exc_potassium,exc_potassium_meth,exc_sodium,exc_sodium_meth,facility,fine_sand,fine_sand_meth,flow_id,folder_name,general_env_feature,geo_loc_name,gravel,gravel_meth,hyperspectral_analysis,hyperspectral_analysis_meth,insert_size_range,lat_lon,latitude,library_construction_protocol,local_class,local_class_meth,longitude,ncbi_bioproject_accession,ncbi_bioproject_accession_number,ncbi_biosample_accession,ncbi_biosample_accession_number,nitrate_nitrogen,nitrate_nitrogen_meth,nucl_acid_ext,organic_carbon,organic_carbon_meth,ph,ph_meth,ph_solid_h2o,ph_solid_h2o_meth,phosphorus_colwell,phosphorus_colwell_meth,potassium_colwell,potassium_colwell_meth,read_length,sample_database_file,sample_extraction_id,sample_metadata_ingest_date,sample_metadata_ingest_file,sample_metadata_update_history,sample_site_location_description,sample_submission_date,sample_type,sand,sand_meth,sequencer,silt,silt_meth,slope_aspect,slope_gradient,source_mat_id,store_cond,sulphur,sulphur_meth,texture,texture_meth,ticket,url,utc_date_sampled,vegetation_type,water_content,water_content_soil_meth,Sample
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,13729_1,"Credo Salmon Gum plot, Metagenomics",bpa-base-metagenomics-13729_1-h3vfcbcxx,"{""coordinates"": [120.65511, -30.19191], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2015-09-27,date,illumina-shortread,NA,Soil,1e-10,meth_2.1,1.8.2,2015-06-29,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,9.74,meth_2.1,10.8,meth_2.1,NA,NA,2013-10-16T00:00:00Z,BRRD,0.779,meth_2.1,2015-06-29,Metagenomics,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,NA,2015-06-29,0,0.1,0,BASE metagenomics,4.26,meth_2.1,6.94,meth_2.1,2.43,meth_2.1,0.28,meth_2.1,437,1 Conservation and Natural Environments,1.1 Nature conservation,Soil [ENVO_00001998],0.124,meth_2.1,12.49,meth_2.1,10.41,meth_2.1,0.76,meth_2.1,7.74,meth_2.1,AGRF,NA,NA,H3VFCBCXX,20150629_AGRF_BPA_BASE_H3VFCBCXX,Temperate,Australia:Western Australia [GAZ_00002789],0,meth_2.1,NA,NA,550bp,-30.19191 120.65511,-30.19191,TruSeq DNA nano,Kandosol,meth_2.27,120.65511,PRJNA317932,PRJNA317932,SAMN04874598,SAMN04874598,8,meth_2.1,meth_3.1.1,0.62,meth_2.1,8.5,meth_2.1,9.4,meth_2.1,3,meth_2.1,295,meth_2.1,150bp,AM_db_v4.2_202408091431.db,13729_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Credo Salmon Gum plot,2015-06-29,Soil,38.6,meth_2.1,HiSeq 2500,50.6,meth_2.1,NA,0,102.100.100/13729,frozen,83.3,meth_2.1,3,meth_2.1,BRLOPS-660,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/13729,2013-10-16,Woodland,NA,NA,13729
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,13731_1,"Credo Gimlet Plot, Metagenomics",bpa-base-metagenomics-13731_1-h2tknbcxx,"{""coordinates"": [120.651731, -30.191581], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2017-08-09,date,illumina-shortread,NA,Soil,1e-10,meth_2.1,1.8.2,2017-05-11,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,1.03,meth_2.1,19.7,meth_2.1,NA,NA,2013-10-16T00:00:00Z,BRRD,0.125,meth_2.1,2017-05-11,Metagenomics,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,NA,2017-05-11,0,0.1,0,BASE metagenomics,2.6,meth_2.1,5.68,meth_2.1,9,meth_2.1,0.49,meth_2.1,438,1 Conservation and Natural Environments,1.1 Nature conservation,Soil [ENVO_00001998],0.097,meth_2.1,7.37,meth_2.1,6.12,meth_2.1,0.63,meth_2.1,1.94,meth_2.1,RAMACIOTTI,NA,NA,H2TKNBCXX,20150522_UNSW_BPA_BASE_H2TKNBCXX,Temperate,Australia:Western Australia [GAZ_00002789],0,meth_2.1,NA,NA,300-1000bp,-30.191581 120.651731,-30.191581,TruSeq Nano,Kandosol,meth_2.27,120.651731,PRJNA317932,PRJNA317932,SAMN04874600,SAMN04874600,1e-10,meth_2.1,meth_3.1.1,0.78,meth_2.1,6.9,meth_2.1,7.8,meth_2.1,4,meth_2.1,245,meth_2.1,150bp,AM_db_v4.2_202408091431.db,13731_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Credo Gimlet Plot,2017-05-11,Soil,36.8,meth_2.1,HiSeq2500,43.5,meth_2.1,NA,0,102.100.100/13731,frozen,3.8,meth_2.1,3,meth_2.1,BRLOPS-650,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/13731,2013-10-16,Woodland,NA,NA,13731
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,13733_1,"Credo Redgum Plot, Metagenomics",bpa-base-metagenomics-13733_1-h3nj2bcxx,"{""coordinates"": [120.642526, -30.191921], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2015-09-17,date,illumina-shortread,NA,Soil,1e-10,meth_2.1,1.8.2,2015-06-19,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,1.83,meth_2.1,10.3,meth_2.1,NA,NA,2013-10-16T00:00:00Z,BROR,0.131,meth_2.1,2015-06-19,Metagenomics,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,NA,2015-06-19,0,0.1,0,BASE metagenomics,2.57,meth_2.1,3.75,meth_2.1,5.88,meth_2.1,0.46,meth_2.1,444,1 Conservation and Natural Environments,1.1 Nature conservation,Soil [ENVO_00001998],0.055,meth_2.1,19.63,meth_2.1,4.87,meth_2.1,1.46,meth_2.1,0.37,meth_2.1,AGRF,NA,NA,H3NJ2BCXX,20150619_AGRF_BPA_BASE_H33CGBCXX,Temperate,Australia:Western Australia [GAZ_00002789],0,meth_2.1,NA,NA,550bp,-30.191921 120.642526,-30.191921,TruSeq DNA nano,Kandosol,meth_2.27,120.642526,PRJNA317932,PRJNA317932,SAMN04874602,SAMN04874602,1,meth_2.1,meth_3.1.1,1.3,meth_2.1,7.9,meth_2.1,8.5,meth_2.1,9,meth_2.1,570,meth_2.1,150bp,AM_db_v4.2_202408091431.db,13733_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Credo Redgum Plot,2015-06-19,Soil,25,meth_2.1,HiSeq 2500,64.7,meth_2.1,NA,0,102.100.100/13733,frozen,5.7,meth_2.1,3,meth_2.1,BRLOPS-657,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/13733,2013-10-16,Woodland,NA,NA,13733
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,13735_1,"Credo Blackbutt Plot, None",bpa-base-metagenomics-13735_1-h3ytvbcxx,"{""coordinates"": [120.633674, -30.194439], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2017-08-09,date,illumina-shortread,NA,Soil,1e-10,meth_2.1,1.8.2,2017-05-11,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,1.7,meth_2.1,13.2,meth_2.1,NA,NA,2013-10-16T00:00:00Z,BROR,0.18,meth_2.1,2017-05-11,NA,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,NA,2017-05-11,0,0.1,0,NA,2.38,meth_2.1,3.51,meth_2.1,4.73,meth_2.1,0.4,meth_2.1,448,1 Conservation and Natural Environments,1.1 Nature conservation,Soil [ENVO_00001998],0.074,meth_2.1,21.22,meth_2.1,3.04,meth_2.1,1.36,meth_2.1,0.21,meth_2.1,RAMACIOTTI,NA,NA,H3YTVBCXX,NA,Temperate,Australia:Western Australia [GAZ_00002789],5,meth_2.1,NA,NA,300-1000bp,-30.194439 120.633674,-30.194439,TruSeq Nano,Kandosol,meth_2.27,120.633674,PRJNA317932,PRJNA317932,SAMN04874604,SAMN04874604,5,meth_2.1,meth_3.1.1,1.82,meth_2.1,7.8,meth_2.1,8.5,meth_2.1,10,meth_2.1,529,meth_2.1,150bp,AM_db_v4.2_202408091431.db,13735_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Credo Blackbutt Plot,2017-05-11,Soil,26.2,meth_2.1,HiSeq2500,60.6,meth_2.1,NA,0,102.100.100/13735,frozen,7.1,meth_2.1,3,meth_2.1,BRLOPS-652,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/13735,2013-10-16,Woodland,NA,NA,13735
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,13906_1,"Namadgi NP, Metagenomics",bpa-base-metagenomics-13906_1-h3wl3bcxx,"{""coordinates"": [149.01165, -35.874817], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2015-09-03,date,illumina-shortread,NA,Soil,5,meth_2.1,1.8.2,2015-06-05,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,0.35,meth_2.1,12.53,meth_2.1,37.78,meth_2.1,2014-07-22T00:00:00Z,LTGR,0.037,meth_2.1,2015-06-05,Metagenomics,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,NA,2015-06-05,0,0.1,0,BASE metagenomics,0.44,meth_2.1,120.34,meth_2.1,45.01,meth_2.1,1.73,meth_2.1,1099,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],0.485,meth_2.1,3.75,meth_2.1,1.26,meth_2.1,0.45,meth_2.1,0.03,meth_2.1,AGRF,25.56,meth_2.1,H3WL3BCXX,20150605_AGRF_BPA_BASE_H3WL3BCXX,Temperate,Australia:Australian Capital Territory [GAZ_00002788],25,meth_2.1,DOI 10.5281/zenodo.6265730,meth_2.26,670bp,-35.874817 149.01165,-35.874817,TruSeq DNA nano,Kurosol,meth_2.27,149.01165,PRJNA317932,PRJNA317932,SAMN04874624,SAMN04874624,1e-10,meth_2.1,meth_3.1.1,2.83,meth_2.1,4.6,meth_2.1,5.3,meth_2.1,20,meth_2.1,208,meth_2.1,150bp,AM_db_v4.2_202408091431.db,13906_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;,Namadgi NP,2015-06-05,Soil,63.34,meth_2.1,HiSeq 2500,24.12,meth_2.1,NA,7.5,102.100.100/13906,frozen,3,meth_2.1,3,meth_2.1,BRLOPS-651,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/13906,2014-07-22,Woodland,16.66666667,meth_2.1,13906
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,14185_1,"Pieman River, Metagenomics",bpa-base-metagenomics-14185_1-hcn77bcxx,"{""coordinates"": [145.08186, -41.65563], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2016-02-18,date,illumina-shortread,NA,Soil,8,meth_2.1,1.8.2,2015-11-20,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,1.92,meth_2.1,23.05,meth_2.1,26.18,meth_2.1,2015-01-29T00:00:00Z,DKBR,0.522,meth_2.1,2015-11-20,Metagenomics,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,https://downloads.bioplatforms.com/bpa/base/raw/metagenomics/agrf/BRLOPS-738/20151120_AGRF_BPA_BASE_HFLF3BCXX/,2015-11-20,0,0.1,0,BASE metagenomics,5.02,meth_2.1,1018.95,meth_2.1,5.18,meth_2.1,37.65,meth_2.1,16,1 Conservation and Natural Environments,1.1.6 Protected landscape,Soil [ENVO_00001998],0.573,meth_2.1,14.84,meth_2.1,10.79,meth_2.1,0.77,meth_2.1,1.71,meth_2.1,AGRF,33.41,meth_2.1,HCN77BCXX,20151120_AGRF_BPA_BASE_HFLF3BCXX,Temperate,Australia:Tasmania [GAZ_00007396],5,meth_2.1,NA,NA,550bp,-41.65563 145.08186,-41.65563,TruSeq PCR Free DNA,Dermosol,meth_2.27,145.08186,PRJNA317932,PRJNA317932,SAMN07483645,SAMN07483645,1e-10,meth_2.1,meth_3.1.1,5,meth_2.1,3.9,meth_2.1,4.6,meth_2.1,62,meth_2.1,307,meth_2.1,150bp,AM_db_v4.2_202408091431.db,14185_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;,Pieman River,2015-11-20,Soil,59.59,meth_2.1,HiSeq 2500,17.36,meth_2.1,NA,0,102.100.100/14185,frozen,50.6,meth_2.1,2,meth_2.1,BRLOPS-738,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/14185,2015-01-29,Forest,NA,NA,14185
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,14187_2,"Pieman River, Metagenomics",bpa-base-metagenomics-14187_2-hcn77bcxx,"{""coordinates"": [145.09314, -41.58365], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2016-02-18,date,illumina-shortread,NA,Soil,12,meth_2.1,1.8.2,2015-11-20,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,2.09,meth_2.1,21.58,meth_2.1,18.23,meth_2.1,2015-01-31T00:00:00Z,GR,0.187,meth_2.1,2015-11-20,Metagenomics,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,https://downloads.bioplatforms.com/bpa/base/raw/metagenomics/agrf/BRLOPS-738/20151120_AGRF_BPA_BASE_HFLF3BCXX/,2015-11-20,0,0.1,0,BASE metagenomics,1.81,meth_2.1,552.67,meth_2.1,6.52,meth_2.1,27.81,meth_2.1,244,1 Conservation and Natural Environments,1.1.6 Protected landscape,Soil [ENVO_00001998],1.458,meth_2.1,2.22,meth_2.1,3.36,meth_2.1,0.44,meth_2.1,0.75,meth_2.1,AGRF,38.52,meth_2.1,HCN77BCXX,20151120_AGRF_BPA_BASE_HFLF3BCXX,Temperate,Australia:Tasmania [GAZ_00007396],75,meth_2.1,NA,NA,550bp,-41.58365 145.09314,-41.58365,TruSeq PCR Free DNA,Dermosol,meth_2.27,145.09314,PRJNA317932,PRJNA317932,SAMN07483647,SAMN07483647,1,meth_2.1,meth_3.1.1,5.4,meth_2.1,3.4,meth_2.1,4.3,meth_2.1,11,meth_2.1,194,meth_2.1,150bp,AM_db_v4.2_202408091431.db,14187_2,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;,Pieman River,2015-11-20,Soil,56.75,meth_2.1,HiSeq 2500,21.67,meth_2.1,NA,3,102.100.100/14187,frozen,39.5,meth_2.1,1,meth_2.1,BRLOPS-738,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/14187,2015-01-31,Shrubland,NA,NA,14187
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,19453_1,"Hawkesbury, HiSeq",bpa-base-metagenomics-19453_1-hfcgvbcxx,"{""coordinates"": [150.73733, -33.60963], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2016-02-15,date,illumina-shortread,NA,Soil,5,meth_2.1,1.8.2,2015-11-17,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,0.19,meth_2.1,7.7,meth_2.1,58.7,meth_2.1,2015-02-18T00:00:00Z,GRBR,0.02,meth_2.1,2015-11-17,HiSeq,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,https://downloads.bioplatforms.com/bpa/base/raw/metagenomics/ramaciotti/BRLOPS-736/,2015-11-17,0,0.1,0,BASE Metagenomics,0.4,meth_2.1,30.48,meth_2.1,22.77,meth_2.1,1.22,meth_2.1,21,1 Conservation and Natural Environments,3.2.1 Native/exotic pasture mosaic,Soil [ENVO_00001998],0.168,meth_2.1,0.93,meth_2.1,0.26,meth_2.1,0.15,meth_2.1,0.02,meth_2.1,RAMACIOTTI,23.84,meth_2.1,HFCGVBCXX,20151101_UNSW_BPA_BASE_HFCGVBCXX,Temperate,Australia:New South Wales [GAZ_00002793],5,meth_2.1,NA,NA,300-1000bp,-33.60963 150.73733,-33.60963,TruSeq Nano,Dermosol,meth_2.27,150.73733,PRJNA317932,PRJNA317932,SAMN07488508,SAMN07488508,4,meth_2.1,meth_3.1.1,0.78,meth_2.1,4.7,meth_2.1,5.8,meth_2.1,9,meth_2.1,58,meth_2.1,150bp,AM_db_v4.2_202408091431.db,19453_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;,Hawkesbury,2015-11-17,Soil,82.55,meth_2.1,HiSeq 2500,9.75,meth_2.1,NA,0,102.100.100/19453,frozen,2.3,meth_2.1,2,meth_2.1,BRLOPS-736,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19453,2015-02-18,Grassland,7.344862665,meth_2.1,19453
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,19455_1,"Hawkesbury, HiSeq",bpa-base-metagenomics-19455_1-hfcgvbcxx,"{""coordinates"": [150.73693, -33.61008], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2016-02-15,date,illumina-shortread,NA,Soil,9,meth_2.1,1.8.2,2015-11-17,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,0.16,meth_2.1,7.61,meth_2.1,61.01,meth_2.1,2015-02-18T00:00:00Z,GR,0.015,meth_2.1,2015-11-17,HiSeq,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,https://downloads.bioplatforms.com/bpa/base/raw/metagenomics/ramaciotti/BRLOPS-736/,2015-11-17,0,0.1,0,BASE Metagenomics,0.16,meth_2.1,41.44,meth_2.1,9.3,meth_2.1,1.04,meth_2.1,24,1 Conservation and Natural Environments,3.2.1 Native/exotic pasture mosaic,Soil [ENVO_00001998],0.2,meth_2.1,0.51,meth_2.1,0.19,meth_2.1,0.13,meth_2.1,0.01,meth_2.1,RAMACIOTTI,23.66,meth_2.1,HFCGVBCXX,20151101_UNSW_BPA_BASE_HFCGVBCXX,Temperate,Australia:New South Wales [GAZ_00002793],5,meth_2.1,NA,NA,300-1000bp,-33.61008 150.73693,-33.61008,TruSeq Nano,Sodosol,meth_2.27,150.73693,PRJNA317932,PRJNA317932,SAMN07488510,SAMN07488510,4,meth_2.1,meth_3.1.1,0.77,meth_2.1,4.6,meth_2.1,5.7,meth_2.1,9,meth_2.1,55,meth_2.1,150bp,AM_db_v4.2_202408091431.db,19455_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;,Hawkesbury,2015-11-17,Soil,84.67,meth_2.1,HiSeq 2500,7.71,meth_2.1,NA,0,102.100.100/19455,frozen,3.2,meth_2.1,1.5,meth_2.1,BRLOPS-736,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19455,2015-02-18,Grassland,10.50164088,meth_2.1,19455
75a9f0a5-fc60-4af6-b455-32e2011d969b,BASE,Metagenomics,19457_1,"Hawkesbury, HiSeq",bpa-base-metagenomics-19457_1-hfcgvbcxx,"{""coordinates"": [150.73895, -33.6123], ""type"": ""Point""}",CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,2016-02-15,date,illumina-shortread,NA,Soil,11,meth_2.1,1.8.2,2015-11-17,NA,Biome of Australia Soil Environments (BASE),NA,Free-living,0.16,meth_2.1,5.72,meth_2.1,76.72,meth_2.1,2015-02-18T00:00:00Z,BRGR,0.032,meth_2.1,2015-11-17,HiSeq,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,NA,https://downloads.bioplatforms.com/bpa/base/raw/metagenomics/ramaciotti/BRLOPS-736/,2015-11-17,0,0.1,0,BASE Metagenomics,0.21,meth_2.1,13.45,meth_2.1,29.19,meth_2.1,2.01,meth_2.1,29,1 Conservation and Natural Environments,3.2.1 Native/exotic pasture mosaic,Soil [ENVO_00001998],0.035,meth_2.1,1.46,meth_2.1,0.44,meth_2.1,0.22,meth_2.1,0.01,meth_2.1,RAMACIOTTI,11.74,meth_2.1,HFCGVBCXX,20151101_UNSW_BPA_BASE_HFCGVBCXX,Temperate,Australia:New South Wales [GAZ_00002793],5,meth_2.1,NA,NA,300-1000bp,-33.6123 150.73895,-33.6123,TruSeq Nano,Sodosol,meth_2.27,150.73895,PRJNA317932,PRJNA317932,SAMN07488512,SAMN07488512,10,meth_2.1,meth_3.1.1,0.94,meth_2.1,5.4,meth_2.1,6.2,meth_2.1,9,meth_2.1,95,meth_2.1,150bp,AM_db_v4.2_202408091431.db,19457_1,2021-04-23T11:13:48Z,BASE_NEW_CKAN_Curated_depth_xlsx,soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;,Hawkesbury,2015-11-17,Soil,88.46,meth_2.1,HiSeq 2500,5.82,meth_2.1,NA,0,102.100.100/19457,frozen,3.7,meth_2.1,1.5,meth_2.1,BRLOPS-736,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19457,2015-02-18,Grassland,5.795373241,meth_2.1,19457
