seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_312012	1272	No terminal repeats	2	11	0.9754	NA	2	2.7426	T_virB6	NA
k127_590345	3751	No terminal repeats	4	11	0.9750	NA	0	2.4243	NA	NA
k127_567017	2540	No terminal repeats	2	11	0.9745	NA	0	2.6180	NA	NA
k127_830307	364	No terminal repeats	1	11	0.9745	NA	1	1.4636	F_traE	NA
k127_47831	615	No terminal repeats	1	11	0.9744	NA	1	0.9172	NA	NA
k127_553417	316	No terminal repeats	2	11	0.9744	NA	1	2.7416	NA	NA
k127_725727	422	No terminal repeats	1	11	0.9744	NA	1	1.4636	F_traE	NA
k127_889728	504	No terminal repeats	2	11	0.9738	NA	1	3.0489	F_traE	NA
k127_128910	1386	No terminal repeats	2	11	0.9738	NA	1	1.3764	NA	NA
k127_573139	6723	No terminal repeats	14	11	0.9736	NA	0	1.2682	NA	NA
k127_648937	5522	No terminal repeats	7	11	0.9735	NA	1	3.2476	F_traE	NA
k127_59545	3297	No terminal repeats	5	11	0.9732	NA	0	2.3641	NA	NA
k127_890025	364	No terminal repeats	1	11	0.9731	NA	1	1.6642	NA	NA
k127_265742	371	No terminal repeats	1	11	0.9728	NA	1	1.4636	F_traE	NA
k127_415694	337	No terminal repeats	1	11	0.9726	NA	1	1.5670	NA	NA
k127_899625	1233	No terminal repeats	3	11	0.9718	NA	1	0.9172	NA	NA
k127_376621	1855	No terminal repeats	3	11	0.9717	NA	1	2.6378	F_traE	NA
k127_781374	1454	No terminal repeats	2	11	0.9714	NA	1	2.0462	F_traE	NA
k127_386644	2853	No terminal repeats	4	11	0.9713	NA	0	2.1295	NA	NA
k127_319713	472	No terminal repeats	1	11	0.9712	NA	1	1.4636	F_traE	NA
k127_639019	388	No terminal repeats	1	11	0.9708	NA	1	1.4636	F_traE	NA
k127_84217	335	No terminal repeats	1	11	0.9708	NA	1	1.4636	F_traE	NA
k127_351162	3321	No terminal repeats	4	11	0.9707	NA	1	3.1415	F_traE	NA
k127_446817	1790	No terminal repeats	1	11	0.9705	NA	1	1.4636	F_traE	NA
k127_2214	456	No terminal repeats	2	11	0.9704	NA	1	2.7416	NA	NA
k127_709379	1105	No terminal repeats	1	11	0.9703	NA	1	0.8949	NA	NA
k127_833630	2915	No terminal repeats	3	11	0.9701	NA	0	2.2018	NA	NA
k127_280587	507	No terminal repeats	1	11	0.9700	NA	1	1.7137	NA	NA
k127_41819	2641	No terminal repeats	4	11	0.9697	NA	0	1.1791	NA	NA
k127_324705	4669	No terminal repeats	4	11	0.9693	NA	0	1.9543	NA	NA
k127_953028	320	No terminal repeats	1	11	0.9692	NA	1	1.4636	F_traE	NA
k127_960513	4370	No terminal repeats	7	11	0.9688	NA	0	2.6569	NA	NA
k127_314153	559	No terminal repeats	1	11	0.9685	NA	1	0.8949	NA	NA
k127_482568	369	No terminal repeats	1	11	0.9684	NA	1	1.4636	F_traE	NA
k127_597884	319	No terminal repeats	1	11	0.9681	NA	1	1.4636	F_traE	NA
k127_512177	486	No terminal repeats	1	11	0.9680	NA	1	1.4865	NA	NA
k127_422971	310	No terminal repeats	1	11	0.9676	NA	1	1.5670	NA	NA
k127_431424	586	No terminal repeats	1	11	0.9675	NA	1	0.9172	NA	NA
k127_705476	655	No terminal repeats	1	11	0.9669	NA	1	0.9963	NA	NA
k127_959166	315	No terminal repeats	1	11	0.9667	NA	1	1.6385	NA	NA
k127_357710	831	No terminal repeats	1	11	0.9666	NA	1	1.4636	F_traE	NA
k127_538071	3226	No terminal repeats	5	11	0.9666	NA	1	3.9906	F_traE	NA
k127_247313	344	No terminal repeats	1	11	0.9665	NA	1	1.7137	NA	NA
k127_241724	388	No terminal repeats	1	11	0.9661	NA	1	1.6381	NA	NA
k127_244868	628	No terminal repeats	1	11	0.9655	NA	1	1.6381	NA	NA
k127_341006	468	No terminal repeats	1	11	0.9647	NA	1	1.4688	NA	NA
k127_772418	699	No terminal repeats	1	11	0.9644	NA	1	1.4688	NA	NA
k127_668821	2617	No terminal repeats	3	11	0.9642	NA	0	2.8136	NA	NA
k127_592792	1357	No terminal repeats	1	11	0.9641	NA	1	1.4636	F_traE	NA
k127_460817	1842	No terminal repeats	3	11	0.9640	NA	1	3.1221	NA	NA
k127_770955	437	No terminal repeats	1	11	0.9625	NA	1	1.5486	NA	NA
k127_973203	945	No terminal repeats	2	11	0.9625	NA	1	0.8949	NA	NA
k127_1029146	955	No terminal repeats	1	11	0.9615	NA	1	0.8949	NA	NA
k127_540565	368	No terminal repeats	1	11	0.9615	NA	1	1.4636	F_traE	NA
k127_231176	369	No terminal repeats	1	11	0.9610	NA	1	1.4636	F_traE	NA
k127_590365	4449	No terminal repeats	5	11	0.9608	NA	1	2.5589	F_traE	NA
k127_255715	887	No terminal repeats	1	11	0.9607	NA	1	1.4894	MOBQ	NA
k127_331303	3642	No terminal repeats	2	11	0.9605	NA	0	0.5772	NA	NA
k127_395748	5357	No terminal repeats	8	11	0.9605	NA	1	4.2110	F_traE	NA
k127_845370	1094	No terminal repeats	1	11	0.9602	NA	1	1.0515	NA	NA
k127_509784	230	No terminal repeats	1	11	0.9602	NA	1	1.4636	F_traE	NA
k127_346748	2826	No terminal repeats	3	11	0.9600	NA	0	1.3747	NA	NA
k127_918510	295	No terminal repeats	1	11	0.9597	NA	1	0.9172	NA	NA
k127_129362	346	No terminal repeats	1	11	0.9596	NA	1	1.4636	F_traE	NA
k127_176381	317	No terminal repeats	1	11	0.9587	NA	1	1.4905	T_virB3	NA
k127_692104	408	No terminal repeats	1	11	0.9587	NA	1	1.6817	T_virB5	NA
k127_9491	5000	No terminal repeats	7	11	0.9586	NA	1	2.5932	F_traE	NA
k127_133021	3263	No terminal repeats	4	11	0.9581	NA	0	2.0626	NA	NA
k127_817372	431	No terminal repeats	1	11	0.9581	NA	1	1.4636	F_traE	NA
k127_664307	676	No terminal repeats	1	11	0.9581	NA	1	1.4636	F_traE	NA
k127_577490	354	No terminal repeats	1	11	0.9580	NA	1	1.4894	MOBQ	NA
k127_562177	423	No terminal repeats	1	11	0.9580	NA	1	1.4636	F_traE	NA
k127_150150	344	No terminal repeats	1	11	0.9580	NA	1	1.4636	F_traE	NA
k127_73420	302	No terminal repeats	1	11	0.9578	NA	1	1.4636	F_traE	NA
k127_778031	2809	No terminal repeats	4	11	0.9578	NA	0	1.7183	NA	NA
k127_146261	524	No terminal repeats	1	11	0.9577	NA	1	1.4636	F_traE	NA
k127_326568	344	No terminal repeats	1	11	0.9576	NA	1	1.4636	F_traE	NA
k127_161604	5889	No terminal repeats	8	11	0.9574	NA	0	1.2570	NA	NA
k127_499936	355	No terminal repeats	1	11	0.9572	NA	1	0.9172	NA	NA
k127_599558	4216	No terminal repeats	8	11	0.9569	NA	0	0.7836	NA	NA
k127_49333	297	No terminal repeats	1	11	0.9566	NA	1	1.4636	F_traE	NA
k127_244350	3571	No terminal repeats	4	11	0.9565	NA	0	4.0906	NA	NA
k127_48099	741	No terminal repeats	1	11	0.9561	NA	1	0.9172	NA	NA
k127_751908	4387	No terminal repeats	3	11	0.9561	NA	0	0.9943	NA	NA
k127_110076	380	No terminal repeats	1	11	0.9559	NA	1	1.4636	F_traE	NA
k127_128706	3140	No terminal repeats	5	11	0.9557	NA	0	2.3290	NA	NA
k127_739220	451	No terminal repeats	1	11	0.9557	NA	1	1.4636	F_traE	NA
k127_132587	325	No terminal repeats	1	11	0.9556	NA	1	1.5223	NA	NA
k127_181946	3396	No terminal repeats	3	11	0.9547	NA	0	2.2877	NA	NA
k127_422009	422	No terminal repeats	1	11	0.9542	NA	1	1.4636	F_traE	NA
k127_984152	365	No terminal repeats	1	11	0.9541	NA	1	1.5595	NA	NA
k127_238482	2521	No terminal repeats	2	11	0.9540	NA	0	2.3977	NA	NA
k127_404176	4225	No terminal repeats	7	11	0.9539	NA	0	1.2674	NA	NA
k127_768188	988	No terminal repeats	1	11	0.9535	NA	1	0.9172	NA	NA
k127_79499	343	No terminal repeats	1	11	0.9529	NA	1	1.4636	F_traE	NA
k127_1040035	4083	No terminal repeats	5	11	0.9529	NA	0	3.4242	NA	NA
k127_371253	342	No terminal repeats	1	11	0.9528	NA	1	0.9172	NA	NA
k127_543740	478	No terminal repeats	1	11	0.9527	NA	1	1.5486	NA	NA
k127_708282	2591	No terminal repeats	4	11	0.9525	NA	0	2.8252	NA	NA
k127_22648	554	No terminal repeats	1	11	0.9524	NA	1	0.8949	NA	NA
k127_674086	956	No terminal repeats	1	11	0.9521	NA	1	1.4688	NA	NA
k127_359958	3470	No terminal repeats	4	11	0.9520	NA	0	2.2703	NA	NA
k127_282860	3241	No terminal repeats	6	11	0.9519	NA	0	3.7058	NA	NF000272
k127_853333	774	No terminal repeats	1	11	0.9519	NA	1	1.4636	F_traE	NA
k127_373607	3874	No terminal repeats	2	11	0.9517	NA	0	2.1468	NA	NA
k127_672245	343	No terminal repeats	1	11	0.9517	NA	1	0.9172	NA	NA
k127_985297	6162	No terminal repeats	7	11	0.9514	NA	0	2.3771	NA	NA
k127_850564	334	No terminal repeats	1	11	0.9513	NA	1	1.4636	F_traE	NA
k127_202989	306	No terminal repeats	1	11	0.9510	NA	1	1.6642	NA	NA
k127_94448	388	No terminal repeats	2	11	0.9506	NA	1	1.4636	F_traE	NA
k127_199873	1228	No terminal repeats	1	11	0.9504	NA	1	1.0621	MOBP1	NA
k127_695511	5323	No terminal repeats	5	11	0.9502	NA	0	1.5261	NA	NA
k127_609046	3184	No terminal repeats	3	11	0.9501	NA	0	0.7847	NA	NA
k127_815562	3443	No terminal repeats	4	11	0.9499	NA	0	0.9166	NA	NA
k127_1038047	1341	No terminal repeats	2	11	0.9499	NA	1	1.4636	F_traE	NA
k127_325162	324	No terminal repeats	1	11	0.9497	NA	1	1.2138	T_virB6	NA
k127_659966	365	No terminal repeats	1	11	0.9494	NA	1	1.4636	F_traE	NA
k127_296156	1333	No terminal repeats	2	11	0.9493	NA	1	1.1426	NA	NA
k127_341245	707	No terminal repeats	1	11	0.9493	NA	1	1.4688	NA	NA
k127_879158	531	No terminal repeats	3	11	0.9491	NA	2	2.2801	T_virB3;T_virB2	NA
k127_393405	2527	No terminal repeats	3	11	0.9484	NA	0	2.9878	NA	NA
k127_642509	3011	No terminal repeats	4	11	0.9484	NA	0	1.6689	NA	NA
k127_920663	785	No terminal repeats	2	11	0.9475	NA	1	2.6152	F_traE	NA
k127_439354	355	No terminal repeats	1	11	0.9473	NA	1	1.5111	NA	NA
k127_414639	1137	No terminal repeats	1	11	0.9471	NA	1	0.8949	NA	NA
k127_743295	563	No terminal repeats	1	11	0.9470	NA	1	1.5111	NA	NA
k127_219980	2865	No terminal repeats	4	11	0.9465	NA	0	1.7104	NA	NA
k127_665189	3028	No terminal repeats	3	11	0.9465	NA	0	3.3109	NA	NA
k127_874852	2594	No terminal repeats	4	11	0.9461	NA	0	1.2858	NA	NA
k127_291748	1749	No terminal repeats	2	11	0.9458	NA	1	0.8949	NA	NA
k127_594139	4390	No terminal repeats	7	11	0.9455	NA	0	1.2404	NA	NA
k127_545863	540	No terminal repeats	1	11	0.9455	NA	1	0.9172	NA	NA
k127_892014	924	No terminal repeats	3	11	0.9446	NA	1	2.6405	NA	NA
k127_1023521	321	No terminal repeats	2	11	0.9446	NA	1	1.4636	F_traE	NA
k127_90582	370	No terminal repeats	1	11	0.9444	NA	1	1.3816	NA	NA
k127_873901	349	No terminal repeats	1	11	0.9443	NA	1	0.9172	NA	NA
k127_515882	359	No terminal repeats	1	11	0.9439	NA	1	1.6015	NA	NA
k127_88885	345	No terminal repeats	1	11	0.9429	NA	1	1.3816	NA	NA
k127_98879	475	No terminal repeats	1	11	0.9424	NA	1	1.5931	NA	NA
k127_718663	3137	No terminal repeats	3	11	0.9419	NA	0	0.9943	NA	NA
k127_481506	334	No terminal repeats	1	11	0.9419	NA	1	0.9172	NA	NA
k127_639681	5034	No terminal repeats	5	11	0.9418	NA	0	2.3483	NA	NA
k127_253852	368	No terminal repeats	1	11	0.9417	NA	1	1.4636	F_traE	NA
k127_26941	301	No terminal repeats	1	11	0.9412	NA	1	1.5223	NA	NA
k127_423990	614	No terminal repeats	1	11	0.9410	NA	1	1.4636	F_traE	NA
k127_11015	385	No terminal repeats	1	11	0.9408	NA	1	1.3816	NA	NA
k127_118278	2898	No terminal repeats	4	11	0.9400	NA	0	1.4817	NA	NA
k127_106518	2828	No terminal repeats	4	11	0.9398	NA	0	2.1663	NA	NA
k127_660783	2881	No terminal repeats	4	11	0.9392	NA	0	1.6563	NA	NA
k127_862967	3449	No terminal repeats	4	11	0.9389	NA	0	3.2293	NA	NA
k127_205771	463	No terminal repeats	2	11	0.9387	NA	2	2.2801	T_virB2;T_virB3	NA
k127_159171	3164	No terminal repeats	4	11	0.9387	NA	0	2.8136	NA	NA
k127_1044061	306	No terminal repeats	1	11	0.9385	NA	1	0.8949	NA	NA
k127_815954	530	No terminal repeats	1	11	0.9381	NA	1	1.5486	NA	NA
k127_399335	465	No terminal repeats	1	11	0.9381	NA	1	0.8939	NA	NA
k127_920898	844	No terminal repeats	2	11	0.9380	NA	1	1.5029	NA	NA
k127_39505	2544	No terminal repeats	3	11	0.9377	NA	0	1.6657	NA	NA
k127_484302	313	No terminal repeats	1	11	0.9377	NA	1	1.4636	F_traE	NA
k127_1045446	632	No terminal repeats	1	11	0.9375	NA	1	1.4688	NA	NA
k127_1027555	398	No terminal repeats	1	11	0.9369	NA	1	0.9172	NA	NA
k127_659223	397	No terminal repeats	2	11	0.9366	NA	1	1.5654	NA	NA
k127_476077	3215	No terminal repeats	4	11	0.9366	NA	0	1.3534	NA	NA
k127_437651	10329	No terminal repeats	11	11	0.9362	NA	0	1.7070	NA	NA
k127_466177	376	No terminal repeats	1	11	0.9361	NA	1	1.1540	NA	NA
k127_162	2759	No terminal repeats	4	11	0.9361	NA	0	0.7745	NA	NA
k127_421358	1529	No terminal repeats	2	11	0.9360	NA	1	1.4636	F_traE	NA
k127_246548	470	No terminal repeats	1	11	0.9358	NA	1	0.9172	NA	NA
k127_529361	5218	No terminal repeats	4	11	0.9355	NA	0	0.7417	NA	NA
k127_197951	2837	No terminal repeats	6	11	0.9353	NA	0	1.2818	NA	NA
k127_593285	316	No terminal repeats	1	11	0.9351	NA	1	0.9015	NA	NA
k127_82053	391	No terminal repeats	1	11	0.9338	NA	1	1.4636	F_traE	NA
k127_110290	2959	No terminal repeats	4	11	0.9336	NA	0	1.5828	NA	NA
k127_371574	558	No terminal repeats	1	11	0.9330	NA	1	1.4636	F_traE	NA
k127_568016	570	No terminal repeats	1	11	0.9326	NA	1	0.8949	NA	NA
k127_725177	580	No terminal repeats	1	11	0.9324	NA	1	1.4636	F_traE	NA
k127_1025363	7129	No terminal repeats	13	11	0.9321	NA	0	0.9604	NA	NA
k127_908595	4731	No terminal repeats	7	11	0.9319	NA	0	1.6977	NA	NA
k127_650648	509	No terminal repeats	1	11	0.9316	NA	1	1.5223	NA	NA
k127_1055513	533	DTR	1	11	0.9313	NA	1	1.5223	NA	NA
k127_595066	3088	No terminal repeats	2	11	0.9306	NA	0	0.9943	NA	NA
k127_197310	2953	No terminal repeats	6	11	0.9304	NA	0	0.7139	NA	NA
k127_366235	3350	No terminal repeats	5	11	0.9294	NA	1	2.7708	F_traE	NA
k127_334806	2961	No terminal repeats	4	11	0.9287	NA	1	2.5589	F_traE	NA
k127_811461	369	No terminal repeats	1	11	0.9287	NA	1	0.9172	NA	NA
k127_72654	814	No terminal repeats	1	11	0.9286	NA	1	0.8949	NA	NA
k127_784834	347	No terminal repeats	1	11	0.9284	NA	1	1.5789	NA	NA
k127_507319	326	No terminal repeats	1	11	0.9281	NA	1	0.9172	NA	NA
k127_665196	538	No terminal repeats	2	11	0.9275	NA	1	1.6381	NA	NA
k127_905566	2500	No terminal repeats	3	11	0.9273	NA	0	2.6180	NA	NA
k127_539883	664	No terminal repeats	1	11	0.9268	NA	1	0.9172	NA	NA
k127_1005408	771	No terminal repeats	2	11	0.9261	NA	1	0.8949	NA	NA
k127_857676	1360	No terminal repeats	5	11	0.9255	NA	1	1.4636	F_traE	NA
k127_653295	325	No terminal repeats	2	11	0.9250	NA	1	1.4636	F_traE	NA
k127_230991	363	No terminal repeats	1	11	0.9244	NA	1	0.9963	NA	NA
k127_35541	2827	No terminal repeats	5	11	0.9240	NA	0	0.9945	NA	NA
k127_1026034	2249	No terminal repeats	3	11	0.9239	NA	1	1.3148	T_virB8	NA
k127_680459	1086	No terminal repeats	1	11	0.9236	NA	1	1.4636	F_traE	NA
k127_310477	2844	No terminal repeats	5	11	0.9229	NA	1	1.9380	F_traE	NA
k127_555112	324	No terminal repeats	1	11	0.9220	NA	1	0.9172	NA	NA
k127_273625	442	No terminal repeats	1	11	0.9219	NA	1	1.5223	NA	NA
k127_779832	554	No terminal repeats	1	11	0.9218	NA	1	0.9391	NA	NA
k127_454278	2845	No terminal repeats	4	11	0.9216	NA	0	0.7783	NA	NA
k127_215746	2883	No terminal repeats	4	11	0.9214	NA	0	1.7408	NA	NA
k127_912346	3070	No terminal repeats	5	11	0.9214	NA	0	1.7183	NA	NA
k127_400116	301	No terminal repeats	1	11	0.9208	NA	1	1.3816	NA	NA
k127_268306	5046	No terminal repeats	6	11	0.9205	NA	0	0.9421	NA	NA
k127_192012	345	No terminal repeats	1	11	0.9199	NA	1	0.9172	NA	NA
k127_520330	2712	No terminal repeats	3	11	0.9196	NA	0	0.7783	NA	NA
k127_205322	359	No terminal repeats	2	11	0.9196	NA	1	1.6588	NA	NA
k127_1013542	2653	No terminal repeats	2	11	0.9194	NA	0	0.7783	NA	NA
k127_578115	337	No terminal repeats	1	11	0.9168	NA	1	1.4636	F_traE	NA
k127_896057	327	No terminal repeats	2	11	0.9167	NA	1	1.7183	NA	NA
k127_324654	4158	No terminal repeats	5	11	0.9166	NA	0	1.4775	NA	NA
k127_861251	3321	No terminal repeats	3	11	0.9166	NA	0	1.5828	NA	NA
k127_831989	2511	No terminal repeats	2	11	0.9160	NA	0	0.9943	NA	NA
k127_757437	1224	No terminal repeats	2	11	0.9160	NA	1	1.7056	MOBC	NA
k127_521517	2897	No terminal repeats	7	11	0.9159	NA	0	0.9099	NA	NA
k127_295199	402	No terminal repeats	1	11	0.9157	NA	1	1.3816	NA	NA
k127_671514	336	No terminal repeats	1	11	0.9157	NA	1	0.8949	NA	NA
k127_335822	861	No terminal repeats	1	11	0.9151	NA	1	0.8949	NA	NA
k127_856592	4534	No terminal repeats	5	11	0.9140	NA	0	1.3085	NA	NA
k127_439848	3561	No terminal repeats	4	11	0.9130	NA	0	0.7229	NA	NA
k127_898400	565	No terminal repeats	1	11	0.9128	NA	1	1.3397	T_virB8	NA
k127_226655	2644	No terminal repeats	5	11	0.9128	NA	0	1.5645	NA	NA
k127_346189	750	No terminal repeats	1	11	0.9127	NA	1	1.4688	NA	NA
k127_550842	4008	No terminal repeats	5	11	0.9124	NA	0	0.1700	NA	NA
k127_315774	4648	No terminal repeats	5	11	0.9124	NA	0	2.2639	NA	NA
k127_771370	354	No terminal repeats	1	11	0.9121	NA	1	1.5223	NA	NA
k127_564892	498	No terminal repeats	1	11	0.9114	NA	1	0.8949	NA	NA
k127_634622	476	No terminal repeats	2	11	0.9111	NA	1	1.4636	F_traE	NA
k127_464541	425	No terminal repeats	1	11	0.9101	NA	1	1.5111	NA	NA
k127_479239	5635	No terminal repeats	6	11	0.9097	NA	0	1.8842	NA	NA
k127_87973	1855	No terminal repeats	3	11	0.9093	NA	1	0.9963	NA	NA
k127_778447	4698	No terminal repeats	6	11	0.9091	NA	1	1.1536	NA	NA
k127_482306	384	No terminal repeats	1	11	0.9090	NA	1	1.3816	NA	NA
k127_967499	577	No terminal repeats	1	11	0.9089	NA	1	1.3816	NA	NA
k127_6975	1014	No terminal repeats	2	11	0.9087	NA	1	1.4636	F_traE	NA
k127_437677	576	No terminal repeats	1	11	0.9083	NA	1	0.9172	NA	NA
k127_880761	1660	No terminal repeats	3	11	0.9068	NA	1	1.9820	T_virB10	NA
k127_915614	3747	No terminal repeats	6	11	0.9064	NA	0	0.7864	NA	NA
k127_761375	460	No terminal repeats	2	11	0.9056	NA	1	1.5223	NA	NA
k127_283186	7082	No terminal repeats	8	11	0.9052	NA	0	1.9048	NA	NA
k127_532267	3055	No terminal repeats	5	11	0.9050	NA	0	0.2991	NA	NA
k127_407425	984	No terminal repeats	2	11	0.9043	NA	1	1.1426	NA	NA
k127_466349	2740	No terminal repeats	4	11	0.9041	NA	0	2.6594	NA	NA
k127_575586	3046	No terminal repeats	5	11	0.9041	NA	0	1.1095	NA	NA
k127_355268	487	No terminal repeats	2	11	0.9037	NA	1	1.5585	NA	NA
k127_206504	304	No terminal repeats	1	11	0.9035	NA	1	1.7145	NA	NA
k127_78083	2873	No terminal repeats	4	11	0.9033	NA	0	0.7577	NA	NA
k127_331348	4101	No terminal repeats	5	11	0.9033	NA	0	1.7915	NA	NA
k127_61642	754	No terminal repeats	1	11	0.9028	NA	1	1.4636	F_traE	NA
k127_956550	869	No terminal repeats	2	11	0.9022	NA	1	1.4636	F_traE	NA
k127_1022113	2638	No terminal repeats	4	11	0.9017	NA	1	2.5589	F_traE	NA
k127_66306	442	No terminal repeats	2	11	0.9015	NA	1	1.4636	F_traE	NA
k127_436231	3479	No terminal repeats	6	11	0.9014	NA	0	1.8140	NA	NA
k127_951360	607	No terminal repeats	2	11	0.9013	NA	1	1.4636	F_traE	NA
k127_772040	1306	No terminal repeats	2	11	0.9013	NA	1	1.5486	NA	NA
k127_534771	302	No terminal repeats	1	11	0.9003	NA	1	0.9172	NA	NA
k127_130508	2807	No terminal repeats	4	11	0.9001	NA	0	0.7836	NA	NA
k127_488387	3654	No terminal repeats	5	11	0.8992	NA	0	1.0897	NA	NA
k127_344288	1429	No terminal repeats	2	11	0.8988	NA	1	1.4636	F_traE	NA
k127_711396	2848	No terminal repeats	3	11	0.8983	NA	0	1.8917	NA	NA
k127_192916	559	No terminal repeats	2	11	0.8976	NA	1	1.4636	F_traE	NA
