seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_1048823	1051	No terminal repeats	1	11	0.9743	NA	1	0.9172	NA	NA
k127_1244817	2561	No terminal repeats	3	11	0.9742	NA	0	2.8136	NA	NA
k127_1270158	490	No terminal repeats	1	11	0.9742	NA	1	1.4636	F_traE	NA
k127_619163	687	No terminal repeats	1	11	0.9739	NA	1	1.4636	F_traE	NA
k127_416825	578	No terminal repeats	1	11	0.9736	NA	1	1.4636	F_traE	NA
k127_1080102	351	DTR	1	11	0.9734	NA	1	1.4636	F_traE	NA
k127_636749	3032	No terminal repeats	4	11	0.9731	NA	0	2.6068	NA	NA
k127_291867	459	No terminal repeats	1	11	0.9730	NA	1	1.5029	NA	NA
k127_336882	468	No terminal repeats	1	11	0.9730	NA	1	1.4636	F_traE	NA
k127_309581	470	No terminal repeats	1	11	0.9730	NA	1	1.4636	F_traE	NA
k127_672209	333	No terminal repeats	1	11	0.9724	NA	1	1.4636	F_traE	NA
k127_560447	333	No terminal repeats	1	11	0.9724	NA	1	1.5486	NA	NA
k127_913724	6055	No terminal repeats	5	11	0.9722	NA	0	0.7836	NA	NA
k127_213908	349	No terminal repeats	1	11	0.9720	NA	1	1.5486	NA	NA
k127_111261	339	No terminal repeats	1	11	0.9719	NA	1	1.5486	NA	NA
k127_287658	364	No terminal repeats	1	11	0.9717	NA	1	1.4636	F_traE	NA
k127_923444	1750	No terminal repeats	3	11	0.9712	NA	1	3.0426	NA	NA
k127_1193267	1093	No terminal repeats	1	11	0.9712	NA	1	1.3764	NA	NA
k127_1139666	332	No terminal repeats	1	11	0.9708	NA	1	1.4636	F_traE	NA
k127_206533	1383	No terminal repeats	1	11	0.9707	NA	1	1.4636	F_traE	NA
k127_181372	327	No terminal repeats	1	11	0.9699	NA	1	0.9172	NA	NA
k127_529790	1107	No terminal repeats	3	11	0.9697	NA	1	0.8949	NA	NA
k127_307488	4700	No terminal repeats	5	11	0.9696	NA	0	1.9836	NA	NA
k127_291682	512	No terminal repeats	2	11	0.9693	NA	1	1.7183	B_traI	NA
k127_2141	3650	No terminal repeats	9	11	0.9691	NA	0	1.2226	NA	NA
k127_624087	1414	No terminal repeats	1	11	0.9689	NA	1	1.4636	F_traE	NA
k127_460112	333	No terminal repeats	1	11	0.9688	NA	1	1.6452	NA	NA
k127_139827	301	No terminal repeats	1	11	0.9688	NA	1	1.4636	F_traE	NA
k127_477155	345	No terminal repeats	1	11	0.9687	NA	1	1.5486	NA	NA
k127_962977	3441	No terminal repeats	9	11	0.9686	NA	0	0.9452	NA	NA
k127_546353	309	No terminal repeats	1	11	0.9684	NA	1	0.9172	NA	NA
k127_987236	215	No terminal repeats	1	11	0.9683	NA	1	1.4636	F_traE	NA
k127_710950	743	No terminal repeats	1	11	0.9683	NA	1	1.4636	F_traE	NA
k127_652510	818	No terminal repeats	1	11	0.9683	NA	1	1.4688	NA	NA
k127_77210	377	No terminal repeats	1	11	0.9681	NA	1	1.5486	NA	NA
k127_787201	5385	No terminal repeats	6	11	0.9678	NA	1	1.3764	NA	NA
k127_950	369	No terminal repeats	1	11	0.9676	NA	1	1.5486	NA	NA
k127_603967	862	No terminal repeats	2	11	0.9676	NA	2	2.7262	MOBP1	NA
k127_430843	357	No terminal repeats	1	11	0.9674	NA	1	1.5486	NA	NA
k127_487653	4019	No terminal repeats	5	11	0.9672	NA	0	1.5843	NA	NA
k127_456017	5196	No terminal repeats	11	11	0.9671	NA	0	1.5987	NA	NA
k127_445649	303	No terminal repeats	1	11	0.9669	NA	1	1.4636	F_traE	NA
k127_1324554	2645	No terminal repeats	2	11	0.9669	NA	0	1.6021	NA	NA
k127_1028480	1535	No terminal repeats	2	11	0.9667	NA	1	1.7183	NA	NA
k127_144541	497	No terminal repeats	1	11	0.9662	NA	1	1.5486	NA	NA
k127_905754	493	No terminal repeats	1	11	0.9661	NA	1	0.9172	NA	NA
k127_183326	374	No terminal repeats	1	11	0.9659	NA	1	1.5486	NA	NA
k127_905470	1110	No terminal repeats	1	11	0.9657	NA	1	1.4636	F_traE	NA
k127_411839	3298	No terminal repeats	3	11	0.9649	NA	1	0.9963	NA	NA
k127_1051338	450	No terminal repeats	1	11	0.9648	NA	1	1.4636	F_traE	NA
k127_394104	547	No terminal repeats	2	11	0.9646	NA	1	2.1523	F_traE	NA
k127_748205	200	No terminal repeats	1	11	0.9646	NA	1	1.4636	F_traE	NA
k127_957727	1708	No terminal repeats	2	11	0.9644	NA	1	0.8949	NA	NA
k127_422402	863	No terminal repeats	1	11	0.9640	NA	1	1.5595	NA	NA
k127_226047	1379	No terminal repeats	3	11	0.9639	NA	1	2.6620	NA	NA
k127_157579	3197	No terminal repeats	4	11	0.9636	NA	0	1.6321	NA	NA
k127_302160	1510	No terminal repeats	2	11	0.9632	NA	1	1.3764	NA	NA
k127_187286	468	No terminal repeats	1	11	0.9628	NA	1	1.5314	NA	NA
k127_210132	617	No terminal repeats	1	11	0.9628	NA	1	1.4636	F_traE	NA
k127_586364	2712	No terminal repeats	4	11	0.9627	NA	0	1.7183	NA	NA
k127_1278840	788	No terminal repeats	1	11	0.9627	NA	1	1.5486	NA	NA
k127_461663	942	No terminal repeats	2	11	0.9627	NA	1	1.7183	MOBC	NA
k127_388057	527	No terminal repeats	1	11	0.9624	NA	1	1.4636	F_traE	NA
k127_590163	447	No terminal repeats	1	11	0.9624	NA	1	1.4688	NA	NA
k127_1144888	2561	No terminal repeats	4	11	0.9624	NA	0	1.1516	NA	NA
k127_1267625	323	No terminal repeats	1	11	0.9623	NA	1	1.4905	T_virB3	NA
k127_236632	3355	No terminal repeats	4	11	0.9622	NA	0	2.6443	NA	NA
k127_196062	420	No terminal repeats	1	11	0.9621	NA	1	1.4636	F_traE	NA
k127_1309400	1464	No terminal repeats	1	11	0.9619	NA	1	0.8949	NA	NA
k127_216647	2974	No terminal repeats	5	11	0.9614	NA	0	2.2475	NA	NA
k127_188590	2713	No terminal repeats	3	11	0.9613	NA	0	2.8136	NA	NA
k127_376625	3116	No terminal repeats	4	11	0.9612	NA	0	1.5971	NA	NA
k127_771289	590	No terminal repeats	1	11	0.9610	NA	1	1.4636	F_traE	NA
k127_181264	2108	No terminal repeats	3	11	0.9610	NA	1	1.4636	F_traE	NA
k127_1240405	338	No terminal repeats	1	11	0.9609	NA	1	1.4905	T_virB6	NA
k127_298980	342	No terminal repeats	1	11	0.9609	NA	1	1.6015	NA	NA
k127_875344	346	No terminal repeats	1	11	0.9605	NA	1	1.4636	F_traE	NA
k127_656585	2521	No terminal repeats	3	11	0.9603	NA	1	1.3764	NA	NA
k127_391325	1269	No terminal repeats	1	11	0.9602	NA	1	1.4636	F_traE	NA
k127_272755	563	No terminal repeats	1	11	0.9602	NA	1	1.4636	F_traE	NA
k127_834623	625	No terminal repeats	1	11	0.9601	NA	1	1.4636	F_traE	NA
k127_10038	340	No terminal repeats	1	11	0.9601	NA	1	1.4636	F_traE	NA
k127_802274	4002	No terminal repeats	4	11	0.9600	NA	0	0.9160	NA	NA
k127_520040	447	No terminal repeats	1	11	0.9599	NA	1	1.4688	NA	NA
k127_576906	303	No terminal repeats	1	11	0.9599	NA	1	1.4636	F_traE	NA
k127_1026132	377	No terminal repeats	1	11	0.9597	NA	1	1.4636	F_traE	NA
k127_944026	386	No terminal repeats	1	11	0.9594	NA	1	1.5486	NA	NA
k127_452627	636	No terminal repeats	1	11	0.9593	NA	1	1.5486	NA	NA
k127_925220	371	No terminal repeats	1	11	0.9593	NA	1	1.4636	F_traE	NA
k127_100392	362	No terminal repeats	1	11	0.9591	NA	1	1.4636	F_traE	NA
k127_510022	5033	No terminal repeats	8	11	0.9591	NA	0	1.0952	NA	NA
k127_263667	359	No terminal repeats	1	11	0.9590	NA	1	1.5595	NA	NA
k127_928397	2567	No terminal repeats	4	11	0.9590	NA	1	1.4636	F_traE	NA
k127_692964	316	No terminal repeats	1	11	0.9588	NA	1	1.4636	F_traE	NA
k127_563302	524	No terminal repeats	2	11	0.9586	NA	1	1.7183	NA	NA
k127_1146599	2169	No terminal repeats	4	11	0.9586	NA	1	1.5789	NA	NA
k127_275175	1628	No terminal repeats	2	11	0.9584	NA	1	0.8949	NA	NA
k127_768614	367	No terminal repeats	1	11	0.9584	NA	1	1.5486	NA	NA
k127_397676	354	No terminal repeats	1	11	0.9583	NA	1	1.4636	F_traE	NA
k127_966998	733	No terminal repeats	1	11	0.9582	NA	1	1.6015	NA	NA
k127_98046	675	No terminal repeats	1	11	0.9581	NA	1	1.4636	F_traE	NA
k127_406766	603	No terminal repeats	1	11	0.9578	NA	1	1.4688	NA	NA
k127_1314480	600	No terminal repeats	1	11	0.9575	NA	1	1.4636	F_traE	NA
k127_695827	312	No terminal repeats	1	11	0.9573	NA	1	1.4905	T_virB6	NA
k127_1201796	588	No terminal repeats	1	11	0.9572	NA	1	1.4636	F_traE	NA
k127_185089	424	No terminal repeats	1	11	0.9571	NA	1	1.4688	NA	NA
k127_240756	767	No terminal repeats	1	11	0.9570	NA	1	1.4688	NA	NA
k127_906707	347	No terminal repeats	1	11	0.9565	NA	1	1.4636	F_traE	NA
k127_321321	612	No terminal repeats	1	11	0.9562	NA	1	1.4636	F_traE	NA
k127_1155227	446	No terminal repeats	1	11	0.9560	NA	1	1.7107	MOBH	NA
k127_561419	615	No terminal repeats	2	11	0.9559	NA	1	0.9172	NA	NA
k127_220412	319	No terminal repeats	1	11	0.9559	NA	1	1.7145	NA	NA
k127_169077	371	No terminal repeats	1	11	0.9558	NA	1	1.4636	F_traE	NA
k127_978357	493	No terminal repeats	1	11	0.9558	NA	1	1.4636	F_traE	NA
k127_1026128	657	No terminal repeats	1	11	0.9558	NA	1	1.4636	F_traE	NA
k127_1116161	831	No terminal repeats	1	11	0.9557	NA	1	1.6015	NA	NA
k127_873966	5742	No terminal repeats	4	11	0.9555	NA	0	1.7189	NA	NA
k127_157350	314	No terminal repeats	1	11	0.9555	NA	1	1.4636	F_traE	NA
k127_1294300	899	No terminal repeats	1	11	0.9553	NA	1	1.5486	NA	NA
k127_967009	323	No terminal repeats	1	11	0.9550	NA	1	1.6015	NA	NA
k127_125151	528	No terminal repeats	1	11	0.9549	NA	1	1.5486	NA	NA
k127_229053	326	No terminal repeats	1	11	0.9547	NA	1	1.4636	F_traE	NA
k127_496945	335	No terminal repeats	1	11	0.9545	NA	1	1.4636	F_traE	NA
k127_1042472	605	No terminal repeats	1	11	0.9545	NA	1	1.5486	NA	NA
k127_409928	330	No terminal repeats	1	11	0.9544	NA	1	1.5486	NA	NA
k127_725996	1943	No terminal repeats	3	11	0.9544	NA	2	2.0123	T_virB9;T_virB8	NA
k127_876416	391	No terminal repeats	1	11	0.9543	NA	1	1.4636	F_traE	NA
k127_676932	377	No terminal repeats	1	11	0.9543	NA	1	1.4636	F_traE	NA
k127_691867	3533	No terminal repeats	2	11	0.9542	NA	0	1.6246	NA	NA
k127_1294167	390	No terminal repeats	1	11	0.9541	NA	1	1.1540	NA	NA
k127_401289	506	No terminal repeats	1	11	0.9541	NA	1	1.4688	NA	NA
k127_986146	4295	No terminal repeats	5	11	0.9539	NA	0	0.8581	NA	NA
k127_1335394	3132	No terminal repeats	5	11	0.9539	NA	0	1.9830	NA	NA
k127_700066	431	No terminal repeats	1	11	0.9538	NA	1	1.5595	NA	NA
k127_558681	454	No terminal repeats	1	11	0.9538	NA	1	1.4636	F_traE	NA
k127_184288	327	No terminal repeats	2	11	0.9538	NA	1	1.7183	NA	NA
k127_55317	783	No terminal repeats	1	11	0.9536	NA	1	1.1540	NA	NA
k127_1120937	399	No terminal repeats	1	11	0.9530	NA	1	0.9015	NA	NA
k127_808485	306	No terminal repeats	1	11	0.9528	NA	1	1.4636	F_traE	NA
k127_5268	464	No terminal repeats	1	11	0.9528	NA	1	1.5486	NA	NA
k127_189719	1122	No terminal repeats	3	11	0.9527	NA	1	1.4636	F_traE	NA
k127_31424	665	No terminal repeats	1	11	0.9526	NA	1	1.4636	F_traE	NA
k127_664404	427	No terminal repeats	1	11	0.9525	NA	1	1.6015	NA	NA
k127_413017	409	No terminal repeats	1	11	0.9525	NA	1	1.4688	NA	NA
k127_752832	374	No terminal repeats	1	11	0.9524	NA	1	1.6000	NA	NA
k127_326585	692	No terminal repeats	1	11	0.9522	NA	1	0.8949	NA	NA
k127_45047	311	No terminal repeats	1	11	0.9521	NA	1	1.5595	NA	NA
k127_1293274	370	No terminal repeats	1	11	0.9520	NA	1	1.5486	NA	NA
k127_708792	2404	No terminal repeats	3	11	0.9515	NA	1	0.8949	NA	NA
k127_399528	394	No terminal repeats	1	11	0.9514	NA	1	1.4636	F_traE	NA
k127_250435	1747	No terminal repeats	2	11	0.9513	NA	1	2.4379	F_traG	NA
k127_1104821	492	No terminal repeats	1	11	0.9512	NA	1	1.5486	NA	NA
k127_608531	1190	No terminal repeats	1	11	0.9512	NA	1	1.4636	F_traE	NA
k127_3923	542	No terminal repeats	1	11	0.9512	NA	1	1.4636	F_traE	NA
k127_944517	1113	No terminal repeats	1	11	0.9510	NA	1	1.5486	NA	NA
k127_326079	378	No terminal repeats	1	11	0.9505	NA	1	1.2640	NA	NA
k127_548587	355	No terminal repeats	1	11	0.9504	NA	1	1.4636	F_traE	NA
k127_265313	4936	No terminal repeats	10	11	0.9503	NA	0	0.4956	NA	NA
k127_863205	863	No terminal repeats	1	11	0.9503	NA	1	1.4688	NA	NA
k127_106909	349	No terminal repeats	1	11	0.9501	NA	1	1.5595	NA	NA
k127_1042929	332	No terminal repeats	1	11	0.9501	NA	1	1.6642	NA	NA
k127_690320	584	No terminal repeats	1	11	0.9500	NA	1	1.4865	NA	NA
k127_1332345	660	No terminal repeats	1	11	0.9494	NA	1	0.9172	NA	NA
k127_741410	410	No terminal repeats	2	11	0.9494	NA	1	1.4636	F_traE	NA
k127_139919	406	No terminal repeats	1	11	0.9493	NA	1	1.5595	NA	NA
k127_549684	465	No terminal repeats	1	11	0.9488	NA	1	1.4688	NA	NA
k127_1249454	317	No terminal repeats	1	11	0.9486	NA	1	0.9015	NA	NA
k127_215888	387	No terminal repeats	1	11	0.9485	NA	1	1.3816	NA	NA
k127_671472	4855	No terminal repeats	9	11	0.9482	NA	0	1.8121	NA	NA
k127_315804	326	No terminal repeats	1	11	0.9481	NA	1	1.4636	F_traE	NA
k127_825200	404	No terminal repeats	1	11	0.9476	NA	1	1.4636	F_traE	NA
k127_889892	255	No terminal repeats	1	11	0.9474	NA	1	1.4636	F_traE	NA
k127_823250	683	No terminal repeats	1	11	0.9471	NA	1	1.5111	NA	NA
k127_558022	828	No terminal repeats	1	11	0.9470	NA	1	1.4688	NA	NA
k127_1121424	353	No terminal repeats	1	11	0.9469	NA	1	1.5486	NA	NA
k127_486251	505	No terminal repeats	2	11	0.9463	NA	1	2.1523	F_traE	NA
k127_932191	2699	No terminal repeats	3	11	0.9462	NA	0	2.1209	NA	NA
k127_241940	815	No terminal repeats	1	11	0.9459	NA	1	1.4688	NA	NA
k127_859015	409	No terminal repeats	1	11	0.9456	NA	1	1.5111	NA	NA
k127_592335	2998	No terminal repeats	6	11	0.9456	NA	0	0.8766	NA	NA
k127_1053384	306	No terminal repeats	1	11	0.9455	NA	1	0.9172	NA	NA
k127_587580	477	No terminal repeats	1	11	0.9453	NA	1	1.5111	NA	NA
k127_235550	792	No terminal repeats	1	11	0.9452	NA	1	1.4636	F_traE	NA
k127_9336	334	No terminal repeats	1	11	0.9449	NA	1	0.8949	NA	NA
k127_295587	829	No terminal repeats	1	11	0.9448	NA	1	1.5595	NA	NA
k127_987797	207	No terminal repeats	1	11	0.9440	NA	1	1.4636	F_traE	NA
k127_614777	757	No terminal repeats	2	11	0.9439	NA	2	2.3795	T_virB9;T_virB8	NA
k127_967008	647	No terminal repeats	1	11	0.9439	NA	1	1.6015	NA	NA
k127_963492	337	No terminal repeats	1	11	0.9438	NA	1	1.1540	NA	NA
k127_927436	333	No terminal repeats	1	11	0.9438	NA	1	1.6015	NA	NA
k127_565793	716	No terminal repeats	1	11	0.9437	NA	1	1.4636	F_traE	NA
k127_1124706	393	No terminal repeats	1	11	0.9437	NA	1	1.2376	NA	NA
k127_221943	401	No terminal repeats	1	11	0.9435	NA	1	1.6642	NA	NA
k127_948613	477	No terminal repeats	1	11	0.9433	NA	1	1.4636	F_traE	NA
k127_589754	352	No terminal repeats	1	11	0.9433	NA	1	0.8949	NA	NA
k127_110865	476	No terminal repeats	1	11	0.9431	NA	1	1.4636	F_traE	NA
k127_320053	350	No terminal repeats	1	11	0.9431	NA	1	0.9015	NA	NA
k127_803615	681	No terminal repeats	2	11	0.9429	NA	1	1.5459	NA	NA
k127_269376	1052	No terminal repeats	1	11	0.9428	NA	1	1.4688	NA	NA
k127_368686	6087	No terminal repeats	6	11	0.9428	NA	0	1.3048	NA	NA
k127_668356	452	No terminal repeats	1	11	0.9427	NA	1	1.5595	NA	NA
k127_388952	996	No terminal repeats	2	11	0.9426	NA	1	1.4636	F_traE	NA
k127_474416	3026	No terminal repeats	4	11	0.9426	NA	0	2.8136	NA	NA
k127_1133858	1661	No terminal repeats	2	11	0.9426	NA	1	1.2242	MOBP1	NA
k127_351090	3052	No terminal repeats	3	11	0.9421	NA	0	1.1788	NA	NA
k127_427633	4961	No terminal repeats	9	11	0.9419	NA	0	1.1113	NA	NA
k127_961546	488	No terminal repeats	1	11	0.9418	NA	1	1.5486	NA	NA
k127_259689	319	No terminal repeats	1	11	0.9416	NA	1	1.0599	NA	NA
k127_417512	404	No terminal repeats	1	11	0.9416	NA	1	1.4636	F_traE	NA
k127_331624	2914	No terminal repeats	5	11	0.9416	NA	0	1.1742	NA	NA
k127_234719	628	No terminal repeats	1	11	0.9410	NA	1	1.4636	F_traE	NA
k127_1238204	569	No terminal repeats	2	11	0.9405	NA	1	1.4636	F_traE	NA
k127_125895	420	No terminal repeats	1	11	0.9404	NA	1	0.9172	NA	NA
k127_698901	1376	No terminal repeats	1	11	0.9403	NA	1	1.4636	F_traE	NA
k127_101407	364	No terminal repeats	1	11	0.9402	NA	1	1.5931	NA	NA
k127_992017	832	No terminal repeats	1	11	0.9401	NA	1	1.4636	F_traE	NA
k127_1353166	308	No terminal repeats	1	11	0.9401	NA	1	1.4636	F_traE	NA
k127_1281554	5688	No terminal repeats	5	11	0.9401	NA	0	0.9465	NA	NA
k127_514795	659	No terminal repeats	1	11	0.9396	NA	1	1.4636	F_traE	NA
k127_1119476	360	No terminal repeats	1	11	0.9395	NA	1	0.8949	NA	NA
k127_956838	488	No terminal repeats	1	11	0.9395	NA	1	1.4636	F_traE	NA
k127_1190993	324	No terminal repeats	1	11	0.9395	NA	1	0.9015	NA	NA
k127_1087084	636	No terminal repeats	1	11	0.9395	NA	1	1.5486	NA	NA
k127_905386	552	No terminal repeats	1	11	0.9394	NA	1	1.5595	NA	NA
k127_304716	1022	No terminal repeats	1	11	0.9391	NA	1	1.5486	NA	NA
k127_1265382	336	No terminal repeats	1	11	0.9391	NA	1	1.4636	F_traE	NA
k127_769983	2707	No terminal repeats	5	11	0.9391	NA	0	0.5836	NA	NA
k127_275377	619	No terminal repeats	1	11	0.9386	NA	1	1.4688	NA	NA
k127_816888	382	No terminal repeats	1	11	0.9383	NA	1	0.9172	NA	NA
k127_184747	410	No terminal repeats	1	11	0.9380	NA	1	1.6642	NA	NA
k127_1010403	713	No terminal repeats	1	11	0.9377	NA	1	0.8949	NA	NA
k127_579168	440	No terminal repeats	1	11	0.9376	NA	1	1.5111	NA	NA
k127_950557	346	No terminal repeats	1	11	0.9376	NA	1	1.5789	NA	NA
k127_349796	2550	No terminal repeats	5	11	0.9373	NA	0	1.6801	NA	NA
k127_1048347	3010	No terminal repeats	5	11	0.9372	NA	0	0.2458	NA	NA
k127_987051	480	No terminal repeats	1	11	0.9371	NA	1	1.5486	NA	NA
k127_1237562	477	No terminal repeats	1	11	0.9371	NA	1	0.8949	NA	NA
k127_910840	342	No terminal repeats	1	11	0.9368	NA	1	1.5931	NA	NA
k127_941802	363	No terminal repeats	1	11	0.9363	NA	1	0.8949	NA	NA
k127_1073412	2814	No terminal repeats	4	11	0.9362	NA	0	3.4089	NA	NF000027
k127_606240	404	No terminal repeats	1	11	0.9360	NA	1	0.8949	NA	NA
k127_1319284	404	No terminal repeats	1	11	0.9357	NA	1	1.5223	NA	NA
k127_1074534	578	No terminal repeats	1	11	0.9353	NA	1	1.1540	NA	NA
k127_924947	4708	No terminal repeats	6	11	0.9352	NA	0	1.0952	NA	NA
k127_780445	5367	No terminal repeats	9	11	0.9350	NA	0	0.3789	NA	NA
k127_546569	361	No terminal repeats	1	11	0.9344	NA	1	1.5223	NA	NA
k127_35113	327	No terminal repeats	1	11	0.9343	NA	1	0.9172	NA	NA
k127_550661	847	No terminal repeats	1	11	0.9340	NA	1	0.8949	NA	NA
k127_712038	382	No terminal repeats	1	11	0.9337	NA	1	1.1540	NA	NA
k127_510045	1083	No terminal repeats	2	11	0.9335	NA	1	1.4636	F_traE	NA
k127_536327	7729	No terminal repeats	11	11	0.9334	NA	0	2.0640	NA	NA
k127_1144266	623	No terminal repeats	1	11	0.9329	NA	1	0.9391	NA	NA
k127_949746	324	No terminal repeats	1	11	0.9326	NA	1	1.3816	NA	NA
k127_1006300	323	No terminal repeats	1	11	0.9322	NA	1	0.9172	NA	NA
k127_659539	314	No terminal repeats	1	11	0.9322	NA	1	1.4644	NA	NA
k127_960379	329	No terminal repeats	1	11	0.9321	NA	1	1.5789	NA	NA
k127_279484	628	No terminal repeats	1	11	0.9320	NA	1	0.9172	NA	NA
